state_abbreviation,congressional_district,State Office,State District,FracCDFromSLD,FracSLDFromCD
GA,8,Lower,"148",4.20,5.30
GA,8,Lower,"140",3.90,4.90
GA,8,Lower,"129",3.70,4.70
GA,8,Lower,"173",3.10,13.20
GA,8,Lower,"152",2.90,10.60
GA,8,Lower,"174",2.40,10.40
GA,8,Lower,"171",1.50,6.70
GA,8,Lower,"143",1.30,1.70
GA,8,Upper,"8",22.70,2.00
GA,8,Upper,"20",19.00,1.70
GA,8,Upper,"13",13.40,1.10
GA,8,Upper,"18",12.30,1.10
GA,8,Upper,"11",11.80,1.00
GA,8,Upper,"7",8.30,0.70
GA,8,Upper,"26",7.10,0.60
GA,8,Upper,"25",3.20,0.30
GA,8,Upper,"19",2.30,0.20
GA,9,Lower,"30",8.00,1.80
GA,9,Lower,"27",7.90,1.80
GA,9,Lower,"29",7.90,1.80
GA,9,Lower,"9",7.80,1.80
GA,9,Lower,"7",7.70,1.70
GA,9,Lower,"8",7.70,1.70
GA,9,Lower,"31",7.70,1.90
GA,9,Lower,"10",7.50,1.60
GA,9,Lower,"32",7.40,1.70
GA,9,Lower,"28",7.20,1.50
GA,9,Lower,"26",5.70,1.20
GA,9,Lower,"33",5.60,1.30
GA,9,Lower,"103",3.10,1.90
GA,9,Lower,"11",2.70,0.60
GA,9,Lower,"24",2.60,0.60
GA,9,Lower,"118",2.50,1.90
GA,9,Lower,"117",1.00,0.70
GA,9,Upper,"49",25.70,11.10
GA,9,Upper,"51",24.90,22.20
GA,9,Upper,"50",23.90,11.90
GA,9,Upper,"47",10.90,4.20
GA,9,Upper,"27",8.50,0.80
GA,9,Upper,"24",6.00,0.60
GA,9,Upper,"54",0.20,0.10
GA,10,Lower,"116",8.20,6.00
GA,10,Lower,"119",8.00,6.60
GA,10,Lower,"115",7.90,5.70
GA,10,Lower,"120",7.50,6.10
GA,10,Lower,"145",7.30,9.80
GA,10,Lower,"117",7.10,5.10
GA,10,Lower,"128",7.00,9.30
GA,10,Lower,"104",6.50,4.00
GA,10,Lower,"114",6.00,4.40
GA,10,Lower,"118",5.40,4.00
GA,10,Lower,"110",5.20,3.60
GA,10,Lower,"112",4.90,3.60
GA,10,Lower,"129",3.80,4.90
GA,10,Lower,"121",3.70,4.10
GA,10,Lower,"109",2.70,1.80
GA,10,Lower,"105",2.00,1.20
GA,10,Lower,"127",1.70,2.30
GA,10,Lower,"33",1.60,0.40
GA,10,Lower,"103",1.10,0.60
GA,10,Lower,"111",1.00,0.70
GA,10,Lower,"122",0.90,1.10
GA,10,Lower,"150",0.50,0.70
GA,10,Upper,"46",25.90,9.30
GA,10,Upper,"25",21.00,2.00
GA,10,Upper,"47",14.80,5.70
GA,10,Upper,"17",10.00,0.90
GA,10,Upper,"23",7.90,0.70
GA,10,Upper,"24",6.80,0.60
GA,10,Upper,"9",5.50,0.50
GA,10,Upper,"45",4.10,1.50
GA,10,Upper,"26",4.00,0.40
GA,11,Lower,"21",8.10,1.80
GA,11,Lower,"20",8.00,1.80
GA,11,Lower,"23",8.00,1.90
GA,11,Lower,"34",7.80,1.90
GA,11,Lower,"36",7.80,1.90
GA,11,Lower,"35",7.70,1.90
GA,11,Lower,"15",7.30,1.60
GA,11,Lower,"42",6.30,1.70
GA,11,Lower,"37",5.80,1.50
GA,11,Lower,"14",5.30,1.20
GA,11,Lower,"22",5.30,1.20
GA,11,Lower,"40",4.60,1.10
GA,11,Lower,"41",3.70,1.00
GA,11,Lower,"52",3.00,0.90
GA,11,Lower,"46",2.60,0.70
GA,11,Lower,"44",2.30,0.70
GA,11,Lower,"43",1.90,0.50
GA,11,Lower,"54",1.60,0.50
GA,11,Lower,"53",1.50,0.50
GA,11,Lower,"16",1.10,0.20
GA,11,Lower,"80",0.20,0.10
GA,11,Upper,"37",24.80,3.90
GA,11,Upper,"14",24.30,2.20
GA,11,Upper,"21",17.40,1.60
GA,11,Upper,"6",16.10,1.50
GA,11,Upper,"33",9.60,1.10
GA,11,Upper,"52",5.30,4.90
GA,11,Upper,"32",1.30,0.20
GA,11,Upper,"56",0.90,0.90
GA,11,Upper,"38",0.30,0.00
GA,12,Lower,"123",8.40,9.70
GA,12,Lower,"122",7.90,8.80
GA,12,Lower,"158",7.70,28.00
GA,12,Lower,"125",7.60,9.40
GA,12,Lower,"124",7.50,8.80
GA,12,Lower,"156",7.50,27.00
GA,12,Lower,"159",7.50,27.30
GA,12,Lower,"126",7.40,9.60
GA,12,Lower,"150",6.80,9.00
GA,12,Lower,"160",6.40,22.70
GA,12,Lower,"169",6.00,27.00
GA,12,Lower,"127",5.60,7.40
GA,12,Lower,"157",5.00,18.20
GA,12,Lower,"121",4.70,5.20
GA,12,Lower,"149",2.20,2.90
GA,12,Lower,"155",0.80,2.90
GA,12,Lower,"178",0.60,2.60
GA,12,Lower,"144",0.40,0.60
GA,12,Upper,"22",24.00,2.20
GA,12,Upper,"4",20.70,1.80
GA,12,Upper,"23",16.30,1.50
GA,12,Upper,"19",13.50,1.20
GA,12,Upper,"24",13.00,1.20
GA,12,Upper,"20",6.60,0.60
GA,12,Upper,"7",6.00,0.50
GA,13,Lower,"65",8.00,2.50
GA,13,Lower,"38",7.80,2.00
GA,13,Lower,"39",7.80,1.90
GA,13,Lower,"77",7.70,2.60
GA,13,Lower,"75",6.80,2.30
GA,13,Lower,"78",6.50,2.20
GA,13,Lower,"62",6.10,1.90
GA,13,Lower,"66",6.00,1.90
GA,13,Lower,"63",5.60,1.80
GA,13,Lower,"64",5.00,1.60
GA,13,Lower,"67",4.60,1.50
GA,13,Lower,"61",4.30,1.30
GA,13,Lower,"41",4.20,1.10
GA,13,Lower,"40",3.10,0.80
GA,13,Lower,"90",2.70,1.20
GA,13,Lower,"111",2.70,2.10
GA,13,Lower,"76",2.60,0.90
GA,13,Lower,"74",2.50,0.80
GA,13,Lower,"109",2.50,1.70
GA,13,Lower,"73",1.50,0.50
GA,13,Lower,"68",0.80,0.30
GA,13,Lower,"42",0.70,0.20
GA,13,Lower,"53",0.40,0.10
GA,13,Upper,"35",25.10,3.50
GA,13,Upper,"34",15.40,2.10
GA,13,Upper,"10",12.80,1.20
GA,13,Upper,"33",12.40,1.50
GA,13,Upper,"38",10.20,1.60
GA,13,Upper,"44",9.30,3.40
GA,13,Upper,"39",5.60,1.00
GA,13,Upper,"30",5.00,0.50
GA,13,Upper,"6",2.30,0.20
GA,13,Upper,"17",1.30,0.10
GA,13,Upper,"28",0.40,0.00
GA,13,Upper,"16",0.10,0.00
GA,13,Upper,"36",0.10,0.00
GA,14,Lower,"19",8.40,1.70
GA,14,Lower,"17",8.30,1.70
GA,14,Lower,"3",7.80,1.70
GA,14,Lower,"4",7.80,1.60
GA,14,Lower,"5",7.70,1.70
GA,14,Lower,"6",7.70,1.60
GA,14,Lower,"2",7.60,1.70
GA,14,Lower,"12",7.50,1.60
GA,14,Lower,"13",7.50,1.60
GA,14,Lower,"1",7.40,1.70
GA,14,Lower,"16",6.60,1.30
GA,14,Lower,"11",4.90,1.00
GA,14,Lower,"18",3.40,0.70
GA,14,Lower,"67",3.40,1.00
GA,14,Lower,"14",2.10,0.40
GA,14,Lower,"66",1.90,0.60
GA,14,Upper,"31",26.00,2.60
GA,14,Upper,"54",24.70,22.90
GA,14,Upper,"53",24.40,22.80
GA,14,Upper,"52",19.00,16.50
GA,14,Upper,"30",5.90,0.60
HI,1,Lower,"30",4.60,1.00
HI,1,Lower,"31",4.60,1.10
HI,1,Lower,"35",4.50,1.00
HI,1,Lower,"40",4.30,1.00
HI,1,Lower,"41",4.20,1.10
HI,1,Lower,"36",4.10,0.90
HI,1,Lower,"37",4.10,1.00
HI,1,Lower,"34",4.00,0.90
HI,1,Lower,"22",3.90,0.80
HI,1,Lower,"38",3.90,0.90
HI,1,Lower,"23",3.80,0.80
HI,1,Lower,"32",3.80,0.80
HI,1,Lower,"33",3.80,0.80
HI,1,Lower,"17",3.70,0.80
HI,1,Lower,"18",3.70,0.80
HI,1,Lower,"20",3.70,0.80
HI,1,Lower,"21",3.70,0.80
HI,1,Lower,"24",3.70,0.80
HI,1,Lower,"26",3.70,0.80
HI,1,Lower,"19",3.60,0.80
HI,1,Lower,"25",3.60,0.80
HI,1,Lower,"27",3.60,0.80
HI,1,Lower,"28",3.60,0.70
HI,1,Lower,"29",3.60,0.80
HI,1,Lower,"42",2.20,0.60
HI,1,Lower,"45",1.50,0.40
HI,1,Lower,"39",1.20,0.30
HI,1,Lower,"43",0.80,0.20
HI,1,Lower,"46",0.20,0.10
HI,1,Upper,"15",9.80,0.80
HI,1,Upper,"16",8.60,0.70
HI,1,Upper,"11",8.40,0.70
HI,1,Upper,"12",8.40,0.70
HI,1,Upper,"10",8.20,0.70
HI,1,Upper,"9",8.00,0.70
HI,1,Upper,"13",8.00,0.70
HI,1,Upper,"19",8.00,0.70
HI,1,Upper,"14",7.80,0.70
HI,1,Upper,"17",7.50,0.60
HI,1,Upper,"18",6.30,0.60
HI,1,Upper,"20",5.10,0.40
HI,1,Upper,"22",3.90,0.40
HI,1,Upper,"25",1.60,0.10
HI,1,Upper,"21",0.50,0.00
HI,2,Lower,"50",4.90,1.40
HI,2,Lower,"1",4.00,0.90
HI,2,Lower,"4",4.00,0.90
HI,2,Lower,"8",4.00,0.90
HI,2,Lower,"9",4.00,0.90
HI,2,Lower,"47",4.00,1.10
HI,2,Lower,"48",4.00,1.10
HI,2,Lower,"2",3.90,0.90
HI,2,Lower,"3",3.90,0.90
HI,2,Lower,"5",3.90,0.80
HI,2,Lower,"6",3.90,0.80
HI,2,Lower,"7",3.90,0.80
HI,2,Lower,"13",3.90,0.80
HI,2,Lower,"44",3.90,1.00
HI,2,Lower,"46",3.90,1.00
HI,2,Lower,"49",3.90,1.10
HI,2,Lower,"12",3.80,0.80
HI,2,Lower,"51",3.80,1.10
HI,2,Lower,"11",3.70,0.80
HI,2,Lower,"10",3.60,0.80
HI,2,Lower,"14",3.40,0.70
HI,2,Lower,"15",3.30,0.70
HI,2,Lower,"16",3.30,0.70
HI,2,Lower,"43",3.20,0.80
HI,2,Lower,"45",3.20,0.80
HI,2,Lower,"39",2.90,0.70
HI,2,Lower,"42",1.90,0.50
HI,2,Upper,"8",10.00,0.90
HI,2,Upper,"24",9.00,0.80
HI,2,Upper,"23",8.40,0.80
HI,2,Upper,"5",8.00,0.70
HI,2,Upper,"7",7.60,0.70
HI,2,Upper,"6",7.30,0.60
HI,2,Upper,"3",7.10,0.60
HI,2,Upper,"2",7.00,0.60
HI,2,Upper,"21",7.00,0.60
HI,2,Upper,"1",6.80,0.60
HI,2,Upper,"4",6.70,0.60
HI,2,Upper,"25",6.20,0.60
HI,2,Upper,"22",4.00,0.40
HI,2,Upper,"20",2.70,0.20
HI,2,Upper,"18",2.10,0.20
IA,1,Lower,"67",4.20,1.40
IA,1,Lower,"69",4.20,1.40
IA,1,Lower,"57",4.10,1.30
IA,1,Lower,"65",4.10,1.30
IA,1,Lower,"66",4.10,1.30
IA,1,Lower,"68",4.10,1.40
IA,1,Lower,"70",4.10,1.40
IA,1,Lower,"95",4.10,1.80
IA,1,Lower,"99",4.10,1.80
IA,1,Lower,"100",4.10,2.10
IA,1,Lower,"59",4.00,1.30
IA,1,Lower,"60",4.00,1.20
IA,1,Lower,"61",4.00,1.30
IA,1,Lower,"62",4.00,1.30
IA,1,Lower,"63",4.00,1.30
IA,1,Lower,"51",3.90,1.20
IA,1,Lower,"58",3.90,1.20
IA,1,Lower,"64",3.90,1.30
IA,1,Lower,"71",3.90,1.30
IA,1,Lower,"72",3.90,1.30
IA,1,Lower,"75",3.90,1.30
IA,1,Lower,"76",3.90,1.40
IA,1,Lower,"96",3.90,1.70
IA,1,Lower,"55",3.80,1.20
IA,1,Lower,"56",3.80,1.20
IA,1,Upper,"34",8.30,1.10
IA,1,Upper,"35",8.30,1.20
IA,1,Upper,"33",8.20,1.00
IA,1,Upper,"50",8.10,4.20
IA,1,Upper,"29",8.00,0.80
IA,1,Upper,"30",8.00,0.80
IA,1,Upper,"31",8.00,0.90
IA,1,Upper,"48",8.00,3.40
IA,1,Upper,"32",7.90,1.00
IA,1,Upper,"36",7.90,1.20
IA,1,Upper,"38",7.80,1.30
IA,1,Upper,"28",7.60,0.80
IA,1,Upper,"26",3.90,0.40
IA,2,Lower,"74",4.40,1.50
IA,2,Lower,"85",4.40,2.00
IA,2,Lower,"86",4.40,2.00
IA,2,Lower,"77",4.30,1.50
IA,2,Lower,"89",4.10,1.80
IA,2,Lower,"90",4.10,1.90
IA,2,Lower,"92",4.10,1.80
IA,2,Lower,"93",4.10,1.80
IA,2,Lower,"94",4.10,1.80
IA,2,Lower,"73",4.00,1.40
IA,2,Lower,"82",4.00,1.80
IA,2,Lower,"91",4.00,1.80
IA,2,Lower,"28",3.90,0.90
IA,2,Lower,"29",3.90,0.90
IA,2,Lower,"78",3.90,1.40
IA,2,Lower,"79",3.90,1.40
IA,2,Lower,"81",3.90,1.70
IA,2,Lower,"84",3.90,1.80
IA,2,Lower,"88",3.90,1.70
IA,2,Lower,"97",3.90,1.70
IA,2,Lower,"27",3.80,0.90
IA,2,Lower,"80",3.80,1.30
IA,2,Lower,"83",3.80,1.70
IA,2,Lower,"87",3.80,1.70
IA,2,Lower,"98",3.80,1.70
IA,2,Upper,"43",8.80,3.30
IA,2,Upper,"37",8.40,1.40
IA,2,Upper,"39",8.20,1.50
IA,2,Upper,"45",8.20,3.10
IA,2,Upper,"47",8.20,3.40
IA,2,Upper,"46",8.00,3.10
IA,2,Upper,"41",7.90,2.90
IA,2,Upper,"14",7.70,0.70
IA,2,Upper,"40",7.70,1.40
IA,2,Upper,"44",7.70,2.90
IA,2,Upper,"49",7.70,3.50
IA,2,Upper,"42",7.60,2.80
IA,2,Upper,"15",3.90,0.40
IA,3,Lower,"44",4.70,1.40
IA,3,Lower,"19",4.60,1.10
IA,3,Lower,"30",4.10,1.00
IA,3,Lower,"31",4.10,1.10
IA,3,Lower,"32",4.10,1.00
IA,3,Lower,"33",4.10,1.00
IA,3,Lower,"34",4.10,1.10
IA,3,Lower,"36",4.10,1.10
IA,3,Lower,"37",4.10,1.10
IA,3,Lower,"38",4.10,1.10
IA,3,Lower,"39",4.10,1.10
IA,3,Lower,"40",4.10,1.10
IA,3,Lower,"41",4.10,1.20
IA,3,Lower,"42",4.10,1.20
IA,3,Lower,"43",4.10,1.20
IA,3,Lower,"26",4.00,1.00
IA,3,Lower,"35",4.00,1.10
IA,3,Lower,"20",3.90,0.90
IA,3,Lower,"25",3.90,0.90
IA,3,Lower,"15",3.70,0.90
IA,3,Lower,"16",3.70,0.90
IA,3,Lower,"22",3.70,0.90
IA,3,Lower,"21",3.60,0.90
IA,3,Lower,"23",3.60,0.90
IA,3,Lower,"24",3.60,0.90
IA,3,Upper,"22",8.80,0.90
IA,3,Upper,"10",8.50,0.90
IA,3,Upper,"16",8.20,0.80
IA,3,Upper,"17",8.20,0.80
IA,3,Upper,"21",8.20,0.80
IA,3,Upper,"18",8.10,0.80
IA,3,Upper,"19",8.10,0.80
IA,3,Upper,"20",8.10,0.80
IA,3,Upper,"13",7.90,0.80
IA,3,Upper,"8",7.40,0.70
IA,3,Upper,"11",7.30,0.70
IA,3,Upper,"12",7.10,0.70
IA,3,Upper,"15",4.10,0.40
IA,4,Lower,"45",4.40,1.20
IA,4,Lower,"46",4.40,1.20
IA,4,Lower,"4",4.20,0.90
IA,4,Lower,"49",4.20,1.20
IA,4,Lower,"13",4.10,0.90
IA,4,Lower,"14",4.10,0.90
IA,4,Lower,"1",4.00,1.00
IA,4,Lower,"5",4.00,0.90
IA,4,Lower,"6",4.00,0.90
IA,4,Lower,"11",4.00,0.90
IA,4,Lower,"18",4.00,0.90
IA,4,Lower,"47",4.00,1.10
IA,4,Lower,"2",3.90,0.90
IA,4,Lower,"3",3.90,0.90
IA,4,Lower,"7",3.90,0.90
IA,4,Lower,"8",3.90,0.90
IA,4,Lower,"9",3.90,0.90
IA,4,Lower,"10",3.90,0.90
IA,4,Lower,"12",3.90,0.90
IA,4,Lower,"17",3.90,0.80
IA,4,Lower,"48",3.90,1.10
IA,4,Lower,"50",3.90,1.20
IA,4,Lower,"52",3.90,1.20
IA,4,Lower,"53",3.90,1.20
IA,4,Lower,"54",3.90,1.20
IA,4,Upper,"23",8.70,0.80
IA,4,Upper,"25",8.20,0.80
IA,4,Upper,"2",8.10,0.80
IA,4,Upper,"3",8.10,0.80
IA,4,Upper,"7",8.10,0.80
IA,4,Upper,"1",8.00,0.80
IA,4,Upper,"6",7.90,0.70
IA,4,Upper,"24",7.90,0.80
IA,4,Upper,"4",7.80,0.70
IA,4,Upper,"5",7.80,0.70
IA,4,Upper,"9",7.80,0.70
IA,4,Upper,"27",7.80,0.80
IA,4,Upper,"26",3.90,0.40
ID,1,Lower,"13",6.10,1.50
ID,1,Lower,"2",6.00,1.60
ID,1,Lower,"3",6.00,1.60
ID,1,Lower,"4",6.00,1.50
ID,1,Lower,"10",6.00,1.50
ID,1,Lower,"12",6.00,1.50
ID,1,Lower,"14",5.90,1.50
ID,1,Lower,"21",5.80,1.40
ID,1,Lower,"22",5.80,1.50
ID,1,Lower,"1",5.70,1.50
ID,1,Lower,"5",5.70,1.50
ID,1,Lower,"11",5.70,1.40
ID,1,Lower,"20",5.60,1.40
ID,1,Lower,"9",5.40,1.40
ID,1,Lower,"6",5.20,1.30
ID,1,Lower,"7",5.00,1.30
ID,1,Lower,"8",4.10,1.00
ID,1,Lower,"23",1.30,0.40
ID,1,Lower,"15",1.10,0.30
ID,1,Lower,"18",1.00,0.30
ID,1,Lower,"16",0.40,0.10
ID,1,Lower,"19",0.10,0.00
ID,1,Upper,"13",6.10,0.60
ID,1,Upper,"2",6.00,0.60
ID,1,Upper,"3",6.00,0.60
ID,1,Upper,"4",6.00,0.60
ID,1,Upper,"10",6.00,0.60
ID,1,Upper,"12",6.00,0.60
ID,1,Upper,"14",5.90,0.60
ID,1,Upper,"21",5.80,0.60
ID,1,Upper,"22",5.80,0.60
ID,1,Upper,"1",5.70,0.60
ID,1,Upper,"5",5.70,0.60
ID,1,Upper,"11",5.70,0.60
ID,1,Upper,"20",5.60,0.60
ID,1,Upper,"9",5.40,0.60
ID,1,Upper,"6",5.20,0.50
ID,1,Upper,"7",5.00,0.50
ID,1,Upper,"8",4.10,0.40
ID,1,Upper,"23",1.30,0.10
ID,1,Upper,"15",1.10,0.10
ID,1,Upper,"18",1.00,0.10
ID,1,Upper,"16",0.40,0.00
ID,1,Upper,"19",0.10,0.00
ID,2,Lower,"24",6.10,1.50
ID,2,Lower,"17",6.00,1.40
ID,2,Lower,"25",6.00,1.40
ID,2,Lower,"30",6.00,1.50
ID,2,Lower,"33",6.00,1.50
ID,2,Lower,"19",5.70,1.40
ID,2,Lower,"28",5.70,1.40
ID,2,Lower,"34",5.70,1.50
ID,2,Lower,"16",5.60,1.40
ID,2,Lower,"32",5.60,1.40
ID,2,Lower,"31",5.50,1.50
ID,2,Lower,"29",5.40,1.30
ID,2,Lower,"27",5.30,1.30
ID,2,Lower,"35",5.30,1.40
ID,2,Lower,"26",5.20,1.30
ID,2,Lower,"18",4.90,1.20
ID,2,Lower,"15",4.70,1.10
ID,2,Lower,"23",3.90,1.00
ID,2,Lower,"8",1.40,0.40
ID,2,Upper,"24",6.10,0.70
ID,2,Upper,"17",6.00,0.60
ID,2,Upper,"25",6.00,0.60
ID,2,Upper,"30",6.00,0.70
ID,2,Upper,"33",6.00,0.80
ID,2,Upper,"19",5.70,0.60
ID,2,Upper,"28",5.70,0.60
ID,2,Upper,"34",5.70,0.80
ID,2,Upper,"16",5.60,0.60
ID,2,Upper,"32",5.60,0.70
ID,2,Upper,"31",5.50,0.60
ID,2,Upper,"29",5.40,0.60
ID,2,Upper,"27",5.30,0.60
ID,2,Upper,"35",5.30,0.80
ID,2,Upper,"26",5.20,0.60
ID,2,Upper,"18",4.90,0.50
ID,2,Upper,"15",4.70,0.50
ID,2,Upper,"23",3.90,0.40
ID,2,Upper,"8",1.40,0.10
IL,1,Lower,"27",14.20,3.10
IL,1,Lower,"28",10.30,2.10
IL,1,Lower,"31",8.80,2.00
IL,1,Lower,"32",7.70,1.70
IL,1,Lower,"37",7.40,1.80
IL,1,Lower,"35",6.20,1.40
IL,1,Lower,"38",5.40,1.30
IL,1,Lower,"30",5.30,1.20
IL,1,Lower,"34",5.10,1.20
IL,1,Lower,"26",4.90,1.00
IL,1,Lower,"5",4.80,1.00
IL,1,Lower,"25",4.60,1.00
IL,1,Lower,"80",4.40,1.40
IL,1,Lower,"36",3.90,0.90
IL,1,Lower,"33",3.80,0.80
IL,1,Lower,"6",1.90,0.40
IL,1,Lower,"86",0.50,0.20
IL,1,Lower,"1",0.40,0.10
IL,1,Lower,"22",0.30,0.10
IL,1,Upper,"14",24.50,2.10
IL,1,Upper,"16",16.50,1.40
IL,1,Upper,"19",12.90,1.10
IL,1,Upper,"18",10.10,0.90
IL,1,Upper,"13",9.50,0.80
IL,1,Upper,"17",8.90,0.80
IL,1,Upper,"3",6.70,0.60
IL,1,Upper,"15",5.30,0.50
IL,1,Upper,"40",4.40,0.70
IL,1,Upper,"43",0.50,0.20
IL,1,Upper,"1",0.40,0.00
IL,1,Upper,"11",0.30,0.00
IL,2,Lower,"29",15.40,3.30
IL,2,Lower,"79",13.60,4.40
IL,2,Lower,"33",11.50,2.50
IL,2,Lower,"80",10.90,3.50
IL,2,Lower,"25",10.20,2.10
IL,2,Lower,"34",10.10,2.40
IL,2,Lower,"30",9.90,2.10
IL,2,Lower,"38",9.80,2.30
IL,2,Lower,"28",4.20,0.90
IL,2,Lower,"26",3.50,0.70
IL,2,Lower,"27",0.70,0.10
IL,2,Lower,"5",0.20,0.00
IL,2,Upper,"15",25.30,2.20
IL,2,Upper,"40",24.50,4.10
IL,2,Upper,"17",21.60,1.90
IL,2,Upper,"13",13.60,1.20
IL,2,Upper,"19",9.80,0.90
IL,2,Upper,"14",4.90,0.40
IL,2,Upper,"3",0.20,0.00
IL,3,Lower,"22",13.10,2.70
IL,3,Lower,"36",11.30,2.60
IL,3,Lower,"82",9.30,3.90
IL,3,Lower,"35",9.10,2.10
IL,3,Lower,"1",6.70,1.50
IL,3,Lower,"31",6.50,1.50
IL,3,Lower,"2",6.40,1.40
IL,3,Lower,"23",6.10,1.30
IL,3,Lower,"32",5.80,1.30
IL,3,Lower,"85",5.60,2.30
IL,3,Lower,"21",5.40,1.10
IL,3,Lower,"37",5.40,1.30
IL,3,Lower,"24",2.40,0.50
IL,3,Lower,"6",2.10,0.50
IL,3,Lower,"86",1.10,0.40
IL,3,Lower,"98",1.00,0.40
IL,3,Lower,"8",0.90,0.20
IL,3,Lower,"28",0.70,0.10
IL,3,Lower,"47",0.70,0.20
IL,3,Lower,"27",0.40,0.10
IL,3,Lower,"38",0.10,0.00
IL,3,Upper,"18",20.40,1.80
IL,3,Upper,"11",18.50,1.60
IL,3,Upper,"1",13.10,1.20
IL,3,Upper,"16",12.30,1.10
IL,3,Upper,"41",9.30,3.20
IL,3,Upper,"12",8.50,0.70
IL,3,Upper,"43",6.70,2.40
IL,3,Upper,"19",5.50,0.50
IL,3,Upper,"3",2.10,0.20
IL,3,Upper,"14",1.10,0.10
IL,3,Upper,"49",1.00,0.40
IL,3,Upper,"4",0.90,0.10
IL,3,Upper,"24",0.70,0.10
IL,4,Lower,"39",13.50,3.10
IL,4,Lower,"24",12.60,2.60
IL,4,Lower,"40",12.20,2.80
IL,4,Lower,"3",11.40,2.50
IL,4,Lower,"4",9.20,2.00
IL,4,Lower,"23",8.70,1.90
IL,4,Lower,"21",7.90,1.70
IL,4,Lower,"2",7.30,1.60
IL,4,Lower,"1",5.60,1.20
IL,4,Lower,"77",4.20,1.30
IL,4,Lower,"8",1.80,0.40
IL,4,Lower,"22",1.80,0.40
IL,4,Lower,"7",1.70,0.40
IL,4,Lower,"78",0.70,0.20
IL,4,Lower,"11",0.60,0.10
IL,4,Lower,"19",0.30,0.10
IL,4,Lower,"6",0.20,0.00
IL,4,Lower,"15",0.20,0.00
IL,4,Lower,"9",0.10,0.00
IL,4,Upper,"20",25.70,2.30
IL,4,Upper,"12",21.30,1.90
IL,4,Upper,"2",20.60,1.80
IL,4,Upper,"1",12.90,1.10
IL,4,Upper,"11",9.70,0.80
IL,4,Upper,"39",4.90,0.80
IL,4,Upper,"4",3.50,0.30
IL,4,Upper,"6",0.60,0.10
IL,4,Upper,"10",0.30,0.00
IL,4,Upper,"3",0.20,0.00
IL,4,Upper,"8",0.20,0.00
IL,4,Upper,"5",0.10,0.00
IL,5,Lower,"19",14.90,3.10
IL,5,Lower,"11",14.60,3.10
IL,5,Lower,"12",11.80,2.50
IL,5,Lower,"13",8.10,1.70
IL,5,Lower,"47",7.40,2.00
IL,5,Lower,"15",6.90,1.50
IL,5,Lower,"20",6.50,1.30
IL,5,Lower,"77",5.30,1.70
IL,5,Lower,"78",5.20,1.70
IL,5,Lower,"4",4.30,0.90
IL,5,Lower,"10",4.00,0.80
IL,5,Lower,"3",3.30,0.70
IL,5,Lower,"40",3.00,0.70
IL,5,Lower,"39",1.80,0.40
IL,5,Lower,"7",1.40,0.30
IL,5,Lower,"8",0.50,0.10
IL,5,Lower,"9",0.40,0.10
IL,5,Lower,"55",0.30,0.10
IL,5,Lower,"45",0.20,0.10
IL,5,Lower,"46",0.10,0.00
IL,5,Lower,"16",0.00,0.00
IL,5,Upper,"6",26.50,2.30
IL,5,Upper,"10",21.40,1.90
IL,5,Upper,"39",10.50,1.70
IL,5,Upper,"7",8.10,0.70
IL,5,Upper,"2",7.50,0.70
IL,5,Upper,"24",7.40,0.70
IL,5,Upper,"8",6.90,0.60
IL,5,Upper,"20",4.80,0.40
IL,5,Upper,"5",4.30,0.40
IL,5,Upper,"4",1.90,0.20
IL,5,Upper,"23",0.30,0.00
IL,5,Upper,"28",0.30,0.00
IL,6,Lower,"42",13.90,3.70
IL,6,Lower,"52",11.20,3.30
IL,6,Lower,"48",11.00,2.90
IL,6,Lower,"54",9.80,2.90
IL,6,Lower,"66",8.80,2.70
IL,6,Lower,"51",7.50,2.10
IL,6,Lower,"65",7.30,2.20
IL,6,Lower,"81",6.80,2.90
IL,6,Lower,"47",6.50,1.80
IL,6,Lower,"49",5.60,1.50
IL,6,Lower,"45",4.90,1.30
IL,6,Lower,"41",2.90,0.70
IL,6,Lower,"82",1.50,0.60
IL,6,Lower,"46",1.40,0.40
IL,6,Lower,"64",0.40,0.10
IL,6,Lower,"56",0.20,0.10
IL,6,Lower,"44",0.10,0.00
IL,6,Lower,"43",0.00,0.00
IL,6,Lower,"57",0.00,0.00
IL,6,Upper,"26",18.70,1.80
IL,6,Upper,"24",17.60,1.60
IL,6,Upper,"21",16.80,1.50
IL,6,Upper,"33",16.10,1.80
IL,6,Upper,"27",9.80,0.90
IL,6,Upper,"41",8.40,2.90
IL,6,Upper,"23",6.30,0.60
IL,6,Upper,"25",5.60,0.50
IL,6,Upper,"32",0.40,0.00
IL,6,Upper,"28",0.20,0.00
IL,6,Upper,"22",0.10,0.00
IL,6,Upper,"29",0.00,0.00
IL,7,Lower,"9",14.80,3.30
IL,7,Lower,"7",12.20,2.60
IL,7,Lower,"8",12.10,2.60
IL,7,Lower,"10",11.30,2.40
IL,7,Lower,"6",11.10,2.30
IL,7,Lower,"5",10.20,2.20
IL,7,Lower,"78",9.30,3.00
IL,7,Lower,"26",6.80,1.40
IL,7,Lower,"1",2.50,0.60
IL,7,Lower,"21",2.00,0.40
IL,7,Lower,"4",1.70,0.40
IL,7,Lower,"32",1.70,0.40
IL,7,Lower,"2",1.50,0.30
IL,7,Lower,"3",0.60,0.10
