StateAbbreviation,StateFIPS,CongressionalDistrict,Population,YoungWhiteMale,OldWhiteMale,YoungWhiteFemale,OldWhiteFemale,YoungNonWhiteMale,OldNonWhiteMale,YoungNonWhiteFemale,OldNonWhiteFemale
"MI",26,11,718435,159365,131973,153580,148282,44821,17533,43071,19810
"MI",26,12,705207,163713,108372,158022,124118,56160,17228,55132,22462
"MI",26,13,687170,72740,57468,73830,60571,131906,63951,142521,84183
"MI",26,14,687921,60853,55324,58889,62502,129337,77609,141385,102022
"MN",27,1,666946,172640,129809,167006,141482,22494,6654,21959,4902
"MN",27,2,689759,167694,121290,166405,132307,41507,10141,39419,10996
"MN",27,3,685736,140398,128548,143426,144659,52027,11810,51039,13829
"MN",27,4,695920,135257,107907,134320,124237,77487,18495,78404,19813
"MN",27,5,706584,153709,91743,142030,103105,83526,23197,83925,25349
"MN",27,6,684784,192990,124314,183423,126297,24571,4820,23292,5077
"MN",27,7,662682,165445,140357,156378,150979,21735,5113,16936,5739
"MN",27,8,664762,162731,150006,151417,154650,18203,6205,15851,5699
"MS",28,1,760275,150017,108000,148637,121512,80244,30770,79074,42021
"MS",28,2,722640,59831,52810,54234,60912,162822,71044,169955,91032
"MS",28,3,749430,128884,99192,122150,109664,97152,41226,98538,52624
"MS",28,4,761734,157687,112133,151266,124266,77341,28675,75266,35100
"MO",29,1,744782,94755,69751,89529,75284,129886,58585,143254,83738
"MO",29,2,758288,176348,149343,177377,176487,27151,11504,27432,12646
"MO",29,3,766993,204783,148628,195948,159998,20871,6630,23549,6586
"MO",29,4,763003,199405,136607,191976,149747,33615,10133,31219,10301
"MO",29,5,758442,142429,106217,138046,123585,85660,32953,87895,41657
"MO",29,6,760291,197193,144831,192604,156409,27307,9006,23886,9055
"MO",29,7,765669,203371,142458,199963,162667,21796,8003,20050,7361
"MO",29,8,746121,186515,151731,179132,167154,23675,9373,19353,9188
"MT",30,0,1023579,252599,207168,238548,216256,40215,13427,39681,15685
"NE",31,1,634290,173271,109775,163593,121033,26377,6419,26946,6876
"NE",31,2,641045,166147,94869,160797,103610,43605,13249,42750,16018
"NE",31,3,606168,157393,124881,148278,137329,15962,4249,13759,4317
"NV",32,1,693623,112312,87733,94385,86157,113464,44690,106869,48013
"NV",32,2,697426,163480,131415,152399,132817,42209,16428,39120,19558
"NV",32,3,734973,141069,111805,137527,109366,78809,31838,84828,39731
"NV",32,4,713077,138947,96770,135467,99615,83711,32064,84099,42404
"NH",33,1,665612,164126,141575,161285,154390,16611,4779,16993,5853
"NH",33,2,661201,160536,144536,156900,156062,17875,4776,15351,5165
"NJ",34,1,732232,132199,108101,128921,124678,80077,33081,82661,42514
"NJ",34,2,733973,142353,126705,133106,143976,65103,27737,63165,31828
"NJ",34,3,734551,150104,138897,142011,159499,50575,21232,45162,27071
"NJ",34,4,748864,171021,137677,164778,167544,33809,17768,34669,21598
"NJ",34,5,745147,145825,139539,142700,149143,53928,26485,54133,33394
"NJ",34,6,748924,133599,101390,129866,111778,95471,37877,96456,42487
"NJ",34,7,748182,152832,138748,149189,157735,50792,22267,51826,24793
"NJ",34,8,762249,141676,79036,128061,88781,125562,40418,112629,46086
"NJ",34,9,759352,124435,87784,118665,104699,107489,48586,109985,57709
"NJ",34,10,742855,63561,42790,61489,47569,167076,78686,177644,104040
"NJ",34,11,739014,151955,140337,152550,161651,42072,21216,43842,25391
"NJ",34,12,742832,118739,96491,109673,109800,101096,49194,100318,57521
"NM",35,1,699493,140726,108186,133832,124689,66489,25771,71162,28638
"NM",35,2,699424,170398,115494,165399,123820,45078,19354,38151,21730
"NM",35,3,686655,124406,97296,112262,108951,83399,36182,82264,41895
"NY",36,1,725932,164431,143364,161819,159422,34857,14484,32295,15260
"NY",36,2,724171,151096,119942,143710,139277,60207,22591,59349,27999
"NY",36,3,718780,124098,137254,125826,152617,59877,30057,55942,33109
"NY",36,4,721920,124001,106243,118577,126749,83423,35310,82038,45579
"NY",36,5,760487,36733,29299,30156,36281,186892,106258,198847,136021
"NY",36,6,733419,83216,77658,79933,88956,118062,73299,124813,87482
"NY",36,7,732079,127621,46179,124786,52567,123904,60633,119926,76463
"NY",36,8,758543,62849,42144,62854,53097,163798,80571,178740,114490
"NY",36,9,755073,82909,45010,82707,49430,144531,73868,165108,111510
"NY",36,10,736997,155768,95988,156497,99991,74608,35130,78510,40505
"NY",36,11,726893,142163,108925,141175,130796,68244,31024,67567,36999
"NY",36,12,729253,157337,95460,171079,110938,66410,27249,73990,26790
"NY",36,13,782199,59812,36420,54316,38946,193984,79455,199778,119488
"NY",36,14,752344,113775,66136,107889,75206,138578,62529,121296,66935
"NY",36,15,750915,27879,16980,27921,21043,219660,83281,238594,115557
"NY",36,16,732521,97671,80009,91356,95170,114023,55917,120282,78093
"NY",36,17,739263,138815,110499,136190,129049,76067,33685,75002,39956
"NY",36,18,720115,147429,125109,142871,135053,64020,22600,57672,25361
"NY",36,19,708116,157327,155489,154486,167735,26096,12971,23514,10498
"NY",36,20,727913,157740,128261,153516,148270,50807,16726,54699,17894
"NY",36,21,713276,183068,144990,169245,156892,30411,7480,15941,5249
"NY",36,22,709851,170663,145568,164220,160022,25719,7995,27238,8426
"NY",36,23,715663,175760,145245,171583,158518,27984,7057,22769,6747
"NY",36,24,715188,160984,134192,158407,150487,41944,12752,42038,14384
"NY",36,25,721227,146499,118751,142528,138395,59951,22522,65589,26992
"NY",36,26,717332,137914,114940,127137,135987,68683,24941,74524,33206
"NY",36,27,716757,167689,154956,169364,173012,21918,9008,14075,6735
"NC",37,1,742851,79287,63375,75716,72485,138552,72040,142652,98744
"NC",37,2,774723,162595,110475,156681,124984,83148,28469,75843,32528
"NC",37,3,759653,177281,107703,153917,121080,72877,27287,67454,32054
"NC",37,4,795798,150086,74900,143386,84454,118281,44184,122792,57715
"NC",37,5,750233,165163,133195,160862,152302,46190,19279,49244,23998
"NC",37,6,755280,145775,135397,148784,152609,55681,25872,58929,32233
"NC",37,7,772311,151448,131376,148715,146511,62996,31364,61691,38210
"NC",37,8,746671,138537,108912,133782,117672,84949,35368,83166,44285
"NC",37,9,805960,179859,122361,180441,139218,62975,22897,69101,29108
"NC",37,10,744808,154908,139431,157378,155548,46686,18271,48961,23625
"NC",37,11,744956,162490,159319,157512,185532,32227,10901,25902,11073
"NC",37,12,778251,91807,47716,88784,52763,168700,65160,179071,84250
"NC",37,13,772469,158997,116564,160830,128304,69142,29950,69712,38970
"ND",38,0,739482,202486,132319,181536,138034,33644,7875,33156,10432
"OH",39,1,729726,149917,107845,143478,119689,70724,29046,73944,35083
"OH",39,2,724587,177269,131833,173321,150283,30763,13298,30780,17040
"OH",39,3,755499,140172,71377,136567,83122,112953,39030,122795,49483
"OH",39,4,709882,176030,140678,165408,154699,28735,10339,23400,10593
"OH",39,5,730503,187550,142953,183481,160748,19607,7126,21506,7532
"OH",39,6,713457,179778,155266,172708,172558,15630,4352,8229,4936
"OH",39,7,725548,180461,148071,177568,163800,20281,7926,19328,8113
"OH",39,8,722889,180346,134560,176781,149693,29768,10298,29288,12155
"OH",39,9,709813,144418,111741,146969,130615,66090,21885,60795,27300
"OH",39,10,720794,151959,119641,146846,136788,53955,23785,55910,31910
"OH",39,11,699736,72872,64309,67882,71919,125568,66147,140185,90854
"OH",39,12,755978,193767,136049,191600,149433,36262,10727,28378,9762
"OH",39,13,707940,155525,130074,148744,152727,41724,16380,42911,19855
"OH",39,14,722474,169123,154018,164678,173022,20117,8978,20701,11837
"OH",39,15,740854,197309,138171,186596,149396,29438,10252,20817,8875
"OH",39,16,724483,175880,155532,173098,173553,15287,5621,18109,7403
"OK",40,1,781067,160718,113626,157468,129977,80874,26226,81180,30998
"OK",40,2,749768,126913,121038,121794,131615,88273,36408,84694,39033
"OK",40,3,776896,182247,128760,168860,139900,60505,19581,54925,22118
"OK",40,4,773994,177551,114955,166882,129812,70072,23515,67489,23718
"OK",40,5,796326,165890,106156,163781,119538,85574,31680,86196,37511
"OR",41,1,805943,189002,132229,185600,146955,57429,18246,57677,18805
"OR",41,2,784114,185689,161285,175935,177442,31361,10953,31583,9866
"OR",41,3,806382,189072,124228,181576,135878,64368,23804,63144,24312
"OR",41,4,775615,182728,161890,176064,175522,28119,11012,27970,12310
"OR",41,5,798185,185630,146871,179636,165018,47978,12399,45336,15317
"PA",42,1,716072,108518,67437,99884,74809,125244,46977,128273,64930
"PA",42,2,716892,71676,35680,77207,43392,140342,75657,167266,105672
"PA",42,3,702323,167772,147569,162664,165398,21950,8231,20110,8629
"PA",42,4,719504,163911,138217,157738,153275,39110,13438,40013,13802
"PA",42,5,700531,180690,147361,169228,158201,22247,6115,13293,3396
"PA",42,6,716612,167042,137241,164670,153970,35335,11814,33601,12939
"PA",42,7,714577,161611,140133,162366,161441,31432,12994,29717,14883
"PA",42,8,713387,160833,147445,156400,164644,29915,12092,28558,13500
"PA",42,9,694973,170406,151218,166835,168845,14998,6168,12053,4450
"PA",42,10,696416,167534,154835,156980,165921,20738,7296,16664,6448
"PA",42,11,700342,163418,145145,157021,162104,29179,9844,23388,10243
"PA",42,12,704560,161302,158044,156673,177419,18080,7842,16597,8603
"PA",42,13,725185,129774,103406,119980,121417,84625,35722,86462,43799
"PA",42,14,701362,130920,111318,128121,130670,67224,26321,71802,34986
"PA",42,15,722560,155590,135941,155520,156354,45455,14285,46016,13399
"PA",42,16,722837,163120,121954,158675,138634,52815,16930,52190,18519
"PA",42,17,707062,163887,141737,158416,163647,31116,10894,26426,10939
"PA",42,18,712014,170115,153071,161128,183329,18804,6150,13824,5593
"RI",44,1,532145,113842,88226,108197,106136,43404,14240,43335,14765
"RI",44,2,523028,112334,100048,114859,114594,29595,9961,28106,13531
"SC",45,1,728626,155462,115399,148847,130420,56336,27018,61934,33210
"SC",45,2,686952,133734,103256,130942,117680,69761,27411,70545,33623
"SC",45,3,666489,138327,113504,135025,126161,50920,24437,48602,29513
"SC",45,4,703720,150995,107269,144885,123424,57839,24925,63442,30941
"SC",45,5,684083,126455,101664,125844,110596,70752,35419,69204,44149
"SC",45,6,673637,79035,53062,71309,54683,130917,66146,130655,87830
"SC",45,7,688975,112004,109679,109843,124641,73215,36418,76410,46765
"SD",46,0,853175,208999,155237,194416,166116,50798,12347,52092,13170
"TN",47,1,713317,172534,153042,172414,171529,16814,6394,14322,6268
"TN",47,2,726315,178478,136069,177554,155540,28897,9366,28047,12364
"TN",47,3,716365,164573,134505,158657,152080,33355,17263,34916,21016
"TN",47,4,747195,186753,125547,182069,140450,39917,13041,41611,17807
"TN",47,5,751222,149545,91839,149680,105001,88660,31544,93713,41240
"TN",47,6,733467,181756,145653,178599,162018,24734,9034,21479,10194
"TN",47,7,743173,184526,125462,181225,137559,41850,17851,36962,17738
"TN",47,8,710910,145004,118850,141694,134941,57903,24193,58927,29398
"TN",47,9,707388,53945,38750,52582,43981,171453,71099,180247,95331
"TX",48,1,712779,159968,110092,152442,124923,55535,25318,56327,28174
"TX",48,2,737492,161971,99967,154758,104132,78677,29266,74291,34430
"TX",48,3,792608,172621,104932,169784,115081,82081,29106,87023,31980
"TX",48,4,719372,161915,124685,157892,137374,48399,20731,45344,23032
"TX",48,5,734553,167868,107453,157044,116325,72531,24806,61434,27092
"TX",48,6,737480,149464,96563,152396,105213,83578,27358,88621,34287
"TX",48,7,770950,164820,98251,168446,100599,84856,29842,93560,30576
"TX",48,8,767431,195219,127402,185897,130325,45756,18604,44165,20063
"TX",48,9,772152,98153,39758,87563,43456,171854,68616,171228,91524
"TX",48,10,771009,185852,110961,172415,125525,64778,22558,64209,24711
"TX",48,11,741069,194630,125975,181511,138927,40186,13586,31858,14396
"TX",48,12,750952,182029,109673,180415,123252,53777,21796,56151,23859
"TX",48,13,707803,186385,120004,167319,128329,42840,14487,33488,14951
"TX",48,14,724881,158284,107706,147367,110723,66066,33621,64306,36808
"TX",48,15,764850,239475,94361,234312,109239,30592,13234,29269,14368
"TX",48,16,735246,203447,94550,193805,115098,49105,15629,44779,18833
"TX",48,17,740151,184143,91727,172023,103454,67077,23861,69566,28300
"TX",48,18,750812,123973,49120,113150,50465,146509,58308,140520,68767
"TX",48,19,719594,184892,105168,175397,115606,57770,18045,44535,18181
"TX",48,20,762801,207822,90619,206295,108712,58051,18379,49035,23888
"TX",48,21,766190,198035,138632,187285,149991,35837,11429,31326,13655
"TX",48,22,814594,163844,90399,156760,97764,101819,47001,107922,49085
"TX",48,23,743201,207261,108219,200659,118261,41503,15144,36166,15988
"TX",48,24,759022,148854,100325,147569,113708,93987,29213,93337,32029
"TX",48,25,748022,185119,119426,187327,129521,45941,15103,48017,17568
"TX",48,26,783257,202641,109279,201128,120651,57564,17112,56138,18744
"TX",48,27,726394,191887,121360,184823,132219,31009,15380,31927,17789
"TX",48,28,725977,217920,94769,217319,111317,28197,11059,28630,16766
"TX",48,29,749098,200603,75697,192778,81091,74322,26032,70514,28061
"TX",48,30,744247,124556,53774,123272,55318,119768,59336,131870,76353
