StateAbbreviation,StateFIPS,CongressionalDistrict,Population,MedianHouseholdIncome,MedianAge,CollegeGradPct,AverageHouseholdSize,PovertyRate
"OK",40,2,744806,40305.0,40.3,0.11158463635443762,2.58,0.1964937657383526
"OK",40,3,774066,50089.0,36.6,0.15411821637886913,2.65,0.15749780387193232
"OK",40,4,789947,54885.0,35.8,0.1720221466337818,2.61,0.13373896570323499
"OK",40,5,818162,50441.0,34.8,0.20074503931111942,2.6,0.16572334615351028
"OR",41,1,844175,75585.0,37.8,0.26665392497990625,2.6,8.742910414097976e-2
"OR",41,2,821129,51813.0,42.3,0.16054745477761592,2.46,0.13841964770389995
"OR",41,3,842158,64379.0,37.5,0.2546692828159519,2.5,0.14346930805123326
"OR",41,4,803611,49666.0,41.1,0.1631331988612792,2.42,0.16542840412113421
"OR",41,5,831703,63710.0,39.3,0.2002234233223083,2.67,0.12900690734061257
"PA",42,1,728366,45400.0,34.1,0.16346860024913676,2.63,0.23943426780086272
"PA",42,2,726135,39128.0,34.7,0.18530030390437793,2.32,0.2595886964332832
"PA",42,3,691184,52491.0,43.0,0.17655153433328746,2.36,0.1316498879661985
"PA",42,4,729945,63733.0,40.5,0.1746167387666172,2.5,9.934286545692887e-2
"PA",42,5,696063,50232.0,41.5,0.15570395661779474,2.4699999999999998,0.1485197505325692
"PA",42,6,728576,82203.0,40.7,0.26563000328116415,2.55,7.214047807989987e-2
"PA",42,7,725762,90546.0,41.9,0.25997113135234684,2.67,5.111081017512099e-2
"PA",42,8,713998,84772.0,43.7,0.2382058490591949,2.6,5.868720392590702e-2
"PA",42,9,687620,49356.0,43.8,0.13092469636958273,2.4,0.13360990000704914
"PA",42,10,694398,53146.0,44.3,0.1411831847133758,2.57,0.11281292975586493
"PA",42,11,701056,57248.0,42.9,0.15332614931017355,2.4,0.10354434849174923
"PA",42,12,689237,62451.0,45.6,0.19452553443474885,2.32,8.890789105141403e-2
"PA",42,13,728475,62427.0,38.3,0.22121564727202683,2.68,0.14318373692877384
"PA",42,14,687028,45970.0,38.4,0.20249519571767188,2.08,0.1673182445854935
"PA",42,15,734824,63128.0,40.0,0.17766199075481054,2.55,0.11124993324357522
"PA",42,16,731802,61049.0,37.5,0.1700699520228671,2.67,0.12360517664380273
"PA",42,17,697535,52689.0,43.1,0.14864951652330283,2.45,0.1306505453441946
"PA",42,18,713533,67503.0,44.4,0.24023444273609007,2.37,7.594820421468754e-2
"RI",44,1,539250,59193.0,38.5,0.1995662012815316,2.49,0.13156387946409573
"RI",44,2,520389,69702.0,40.5,0.20676862964609297,2.49,0.10038716262824014
"SC",45,1,782340,66337.0,39.5,0.24650660960705026,2.62,8.801163875841163e-2
"SC",45,2,713488,58665.0,38.7,0.21476884672579202,2.57,0.13008045663720388
"SC",45,3,687378,47004.0,40.6,0.13612180899644255,2.56,0.16731861919310168
"SC",45,4,731886,53006.0,38.2,0.19390243411707422,2.55,0.1289917735912626
"SC",45,5,718465,51131.0,40.1,0.16612897963178974,2.56,0.14931768458270786
"SC",45,6,670725,35615.0,36.0,0.11917358272948374,2.54,0.237659556894065
"SC",45,7,720087,42159.0,42.9,0.14235368476255145,2.55,0.1924910548658549
"SD",46,0,869666,56521.0,36.9,0.19110831089583488,2.43,0.13003595986130959
"TN",47,1,714912,42300.0,43.7,0.1257602683886709,2.41,0.1660373617468815
"TN",47,2,747673,52025.0,39.7,0.18797615781146923,2.45,0.1415210391856629
"TN",47,3,733082,47681.0,41.8,0.15671462898719152,2.45,0.14929822173133842
"TN",47,4,782024,56304.0,37.5,0.1691864303390871,2.65,0.1382326614615661
"TN",47,5,774096,57116.0,34.9,0.2525469349681668,2.4,0.14311062717306228
"TN",47,6,772984,53708.0,40.7,0.14865466740024627,2.61,0.1277397323343006
"TN",47,7,778057,57852.0,37.6,0.18648752992046946,2.68,0.11543114239868578
"TN",47,8,716130,56477.0,40.6,0.1721741161142829,2.6,0.1331927949979435
"TN",47,9,697026,40491.0,33.7,0.14612555326974627,2.6,0.2403494723009322
"TX",48,1,717376,49086.0,37.2,0.14372489091363436,2.73,0.18306216611766002
"TX",48,2,772262,77519.0,36.1,0.2693764694385523,2.71,0.10283050028885342
"TX",48,3,870763,95235.0,37.3,0.34289893273920974,2.82,6.251860535418825e-2
"TX",48,4,747188,56062.0,38.5,0.1549304531825065,2.76,0.13483073613386348
"TX",48,5,769579,52375.0,36.1,0.12624277316819468,2.88,0.13564980384725486
"TX",48,6,792043,66965.0,35.3,0.19135245287778574,2.96,0.100507390870034
"TX",48,7,800081,73130.0,34.5,0.28654310731711974,2.73,0.130191471707303
"TX",48,8,863498,70846.0,37.1,0.2077998682131546,2.89,0.10564200555440574
"TX",48,9,789535,48743.0,32.9,0.16364217904391132,2.95,0.1784187653163641
"TX",48,10,846261,75517.0,35.2,0.2648103522975068,2.87,7.897355837254252e-2
"TX",48,11,759467,55237.0,35.2,0.14490956366526866,2.77,0.12496006714134879
"TX",48,12,806551,67703.0,35.1,0.21776077303110652,2.7199999999999998,9.59418273790705e-2
"TX",48,13,713480,50557.0,36.2,0.14327607156504527,2.6,0.14037857690361263
"TX",48,14,765031,61516.0,36.9,0.16047978777707922,2.7,0.13805235900968524
"TX",48,15,790730,42474.0,31.2,0.13414226176216038,3.35,0.25700996832434625
"TX",48,16,742384,45563.0,32.8,0.15874020560054128,3.0,0.20261305069686386
"TX",48,17,771567,51036.0,33.2,0.19747241625118722,2.61,0.18260269990738925
"TX",48,18,800402,45584.0,32.4,0.14046717296900715,2.86,0.22427016995356502
"TX",48,19,734202,48590.0,33.1,0.14989195901070687,2.7,0.16980260279570233
"TX",48,20,806372,51086.0,32.0,0.15985795673490197,3.12,0.17586870273304697
"TX",48,21,809322,71486.0,37.8,0.2896353960598964,2.51,0.10277230971128609
"TX",48,22,897080,94048.0,36.0,0.2881879463857471,3.12,8.099802542462356e-2
"TX",48,23,769276,50338.0,33.3,0.1550065440894878,3.26,0.17121252097700265
"TX",48,24,800103,74127.0,35.8,0.2958573479765352,2.58,7.12340615987307e-2
"TX",48,25,789825,72046.0,36.4,0.24711769384618948,2.8,0.1055992863070759
"TX",48,26,879237,91650.0,35.5,0.3017410527531808,2.93,6.574320158677747e-2
"TX",48,27,740277,52790.0,37.1,0.13639833847770408,2.76,0.15578699030039192
"TX",48,28,753502,46777.0,31.7,0.1267802441155158,3.44,0.23602685117916244
"TX",48,29,761833,42792.0,30.5,7.582755013665965e-2,3.38,0.24105590250449233
"TX",48,30,774443,49972.0,32.8,0.13782721834599873,2.81,0.19313125878570656
"TX",48,31,853799,70346.0,34.8,0.2404373075007,2.9,8.902312053147134e-2
"TX",48,32,763452,70640.0,36.4,0.2734581986921298,2.6,0.1120255068914004
"TX",48,33,753565,42229.0,30.0,7.298462268650041e-2,3.35,0.21152379550715136
"TX",48,34,727595,37977.0,32.0,0.1141768434790715,3.35,0.27774366543111123
"TX",48,35,830041,48284.0,32.5,0.15661332212970744,2.87,0.19495530649875656
"TX",48,36,742474,57908.0,37.8,0.12266792631838097,2.84,0.1392510928428314
"UT",49,1,763612,67968.0,31.0,0.21060669635404683,3.14,9.376295548676868e-2
"UT",49,2,765809,61561.0,32.7,0.20795092871697288,2.92,0.11996184211576687
"UT",49,3,767012,71367.0,28.4,0.2748641538777893,3.27,9.801889716436117e-2
"UT",49,4,805400,72937.0,31.5,0.22315463883557526,3.21,7.795265379710101e-2
"VT",50,0,623657,57513.0,42.6,0.22486096155641103,2.33,0.11309434503269085
"VA",51,1,805159,88049.0,39.1,0.22775539485872875,2.85,6.853241523298151e-2
"VA",51,2,741514,70500.0,36.1,0.21301394049806985,2.55,9.051233665810644e-2
"VA",51,3,739840,52797.0,35.0,0.16712236743203915,2.5300000000000002,0.17257618467752922
"VA",51,4,771899,57684.0,37.5,0.1777115984506498,2.63,0.14880833301793447
"VA",51,5,727064,54726.0,42.6,0.1748424065413723,2.44,0.13142062200167798
"VA",51,6,752763,54525.0,39.5,0.1677454015196091,2.46,0.1289028300571588
"VA",51,7,790084,77533.0,39.7,0.24794747904190514,2.7199999999999998,7.673824531811853e-2
"VA",51,8,801609,104149.0,36.1,0.3067026592384125,2.51,8.598551947227415e-2
"VA",51,9,711755,43987.0,42.9,0.11624618486265506,2.44,0.18691076906723986
"VA",51,10,850118,122092.0,38.0,0.30246844053984956,3.03,4.040273286408003e-2
"VA",51,11,778215,106527.0,37.4,0.29019359988084986,2.88,6.619509723683697e-2
"WA",53,1,744868,94638.0,38.3,0.27262995509660254,2.66,6.701026031425521e-2
"WA",53,2,745184,69599.0,38.7,0.22039864563946082,2.52,9.837329469338656e-2
"WA",53,3,731931,66030.0,39.9,0.17270062959656843,2.63,0.12085403982000727
"WA",53,4,724053,54262.0,34.1,0.12713867053278888,2.91,0.154723498915064
"WA",53,5,716859,52214.0,37.9,0.18693718061820663,2.42,0.14149263607907672
"WA",53,6,713112,63129.0,41.5,0.1849694156444205,2.41,0.11906808381765478
"WA",53,7,768408,86452.0,36.9,0.3503317432556053,2.14,9.578996187431148e-2
"WA",53,8,757166,83495.0,37.6,0.22031493152236778,2.81,9.086812416172703e-2
"WA",53,9,765319,80283.0,36.9,0.2633228897967016,2.62,0.11079587105977454
"WA",53,10,738843,66307.0,36.1,0.18367670046895668,2.62,0.10848914198748567
"WV",54,1,611376,47450.0,41.2,0.13333991245074472,2.5,0.17305258783515653
"WV",54,2,621635,48426.0,42.5,0.12969845570491362,2.55,0.1688146976245981
"WV",54,3,582846,36000.0,43.2,0.10294273594909863,2.36,0.23284782190501907
"WI",55,1,715529,65381.0,40.6,0.19702365037310712,2.5,8.504856474038655e-2
"WI",55,2,761806,68089.0,36.4,0.2532600406081315,2.38,0.11666153554522758
"WI",55,3,720944,54704.0,38.7,0.17452178271601831,2.38,0.12338223357403501
"WI",55,4,708971,42087.0,33.2,0.17054323570586583,2.5,0.22466493371081842
"WI",55,5,730386,70709.0,41.6,0.25591629142755634,2.43,7.416446881846471e-2
"WI",55,6,715060,59685.0,42.1,0.17902744308168184,2.33,8.825839486797475e-2
"WI",55,7,710385,54355.0,44.4,0.15647025599807257,2.35,0.10632452561390508
"WI",55,8,732402,61163.0,40.5,0.18944572570269932,2.38,9.047474234570037e-2
"WY",56,0,579315,60434.0,37.5,0.1736187774052102,2.5,0.11332137385403067
